;Value;tweet;cleaning;tweet_tokens
3378;Positif;sosialisasi aplikasi peduli lindungi  https://t.co/lknddoepg1;sosialisasi aplikasi peduli lindungi;['sosialisasi', 'aplikasi', 'peduli', 'lindungi']
3379;Positif;@gilangjuragan99 sering terjadi, kalo ngga nyasar ke traveloka ya ke pedulilindungi begitupun sebaliknya;sering terjadi kalo ngga nyasar ke traveloka ya ke pedulilindungi begitupun sebaliknya;['sering', 'terjadi', 'kalo', 'ngga', 'nyasar', 'ke', 'traveloka', 'ya', 'ke', 'pedulilindungi', 'begitupun', 'sebaliknya']
3380;Positif;@unsfess_ yg kepake buat akses kemana2 lebih ke peduli lindungi sih. waktu itu ada yg masuk mall bawa kartu vaksin ga diliat jg sm satpamnya karna dia mintanya scan peduli lindungi;yg kepake buat akses kemana lebih ke peduli lindungi sih waktu itu ada yg masuk mall bawa kartu vaksin ga diliat jg sm satpamnya karna dia mintanya scan peduli lindungi;['yg', 'kepake', 'buat', 'akses', 'kemana', 'lebih', 'ke', 'peduli', 'lindungi', 'sih', 'waktu', 'itu', 'ada', 'yg', 'masuk', 'mall', 'bawa', 'kartu', 'vaksin', 'ga', 'diliat', 'jg', 'sm', 'satpamnya', 'karna', 'dia', 'mintanya', 'scan', 'peduli', 'lindungi']
3381;Positif;-11fess cetak sertifikat vaksin jadi kartu gitu perlu nggak sih? aku disuruh bapak buat cetak sertif vaksin tapi aku was-was karena dulu sempet ada berita pemalsuan. lagipula aku juga udah ada aplikasi peduli lindungi;fess cetak sertifikat vaksin jadi kartu gitu perlu nggak sih aku disuruh bapak buat cetak sertif vaksin tapi aku waswas karena dulu sempet ada berita pemalsuan lagipula aku juga udah ada aplikasi peduli lindungi;['fess', 'cetak', 'sertifikat', 'vaksin', 'jadi', 'kartu', 'gitu', 'perlu', 'nggak', 'sih', 'aku', 'disuruh', 'bapak', 'buat', 'cetak', 'sertif', 'vaksin', 'tapi', 'aku', 'waswas', 'karena', 'dulu', 'sempet', 'ada', 'berita', 'pemalsuan', 'lagipula', 'aku', 'juga', 'udah', 'ada', 'aplikasi', 'peduli', 'lindungi']
3382;Positif;@auliaafriza atau rt-antigen negatif dengan masa berlaku 1x24 dengan ketentuan sudah melakukan vaksin dosis kedua. serta mengisi e-hac pada aplikasi peduli lindungi. tks. -airin (2);atau rtantigen negatif dengan masa berlaku  dengan ketentuan sudah melakukan vaksin dosis kedua serta mengisi ehac pada aplikasi peduli lindungi tks airin;['atau', 'rtantigen', 'negatif', 'dengan', 'masa', 'berlaku', 'dengan', 'ketentuan', 'sudah', 'melakukan', 'vaksin', 'dosis', 'kedua', 'serta', 'mengisi', 'ehac', 'pada', 'aplikasi', 'peduli', 'lindungi', 'tks', 'airin']
3383;Positif;sudah download peduli lindungi masi aja ada yang nyakitin;sudah download peduli lindungi masi aja ada yang nyakitin;['sudah', 'download', 'peduli', 'lindungi', 'masi', 'aja', 'ada', 'yang', 'nyakitin']
3384;Positif;@__icaldjoentak atau rt-antigen negatif dengan masa berlaku 1x24 dengan ketentuan sudah melakukan vaksin dosis kedua. serta mengisi e-hac pada aplikasi peduli lindungi. untuk syarat penerbangan di akhir desember/awal januari blm dapat dipastikan, silahkan;icaldjoentak atau rtantigen negatif dengan masa berlaku  dengan ketentuan sudah melakukan vaksin dosis kedua serta mengisi ehac pada aplikasi peduli lindungi untuk syarat penerbangan di akhir desemberawal januari blm dapat dipastikan silahkan;['icaldjoentak', 'atau', 'rtantigen', 'negatif', 'dengan', 'masa', 'berlaku', 'dengan', 'ketentuan', 'sudah', 'melakukan', 'vaksin', 'dosis', 'kedua', 'serta', 'mengisi', 'ehac', 'pada', 'aplikasi', 'peduli', 'lindungi', 'untuk', 'syarat', 'penerbangan', 'di', 'akhir', 'desemberawal', 'januari', 'blm', 'dapat', 'dipastikan', 'silahkan']
3385;Positif;@bertanyarl lahð­ð­ konsultasiin ke dokter sekarang gih, atay ke satgas covid, pake pedulilindungi kayanya bisa.;lah konsultasiin ke dokter sekarang gih atay ke satgas covid pake pedulilindungi kayanya bisa;['lah', 'konsultasiin', 'ke', 'dokter', 'sekarang', 'gih', 'atay', 'ke', 'satgas', 'covid', 'pake', 'pedulilindungi', 'kayanya', 'bisa']
3386;Positif;cara menggunakan aplikasi peduli lindungi   link youtube:  https://t.co/snwzizbg5q  https://t.co/97qdmpmy96;cara menggunakan aplikasi peduli lindungi link youtube;['cara', 'menggunakan', 'aplikasi', 'peduli', 'lindungi', 'link', 'youtube']
3387;Positif;"check out para karyawan/karyawati melalui aplikasi "" pedulilindungi ""  #jatenggayeng  #jatenglawancorona   @ganjarpranowo @tajyasinmz @provjateng @dprdjatengprov @dpubmckjateng @bptj_cilacap  https://t.co/1icxjxigpu";check out para karyawankaryawati melalui aplikasi pedulilindungi cilacap;['check', 'out', 'para', 'karyawankaryawati', 'melalui', 'aplikasi', 'pedulilindungi', 'cilacap']
3388;Positif;sama kayak kemarin aku baru install peduli lindungi tp lg gak jalan2 ke mall. pajak pagi apa gada scan2 barcode ya?;sama kayak kemarin aku baru install peduli lindungi tp lg gak jalan ke mall pajak pagi apa gada scan barcode ya;['sama', 'kayak', 'kemarin', 'aku', 'baru', 'install', 'peduli', 'lindungi', 'tp', 'lg', 'gak', 'jalan', 'ke', 'mall', 'pajak', 'pagi', 'apa', 'gada', 'scan', 'barcode', 'ya']
3389;Positif;@94eversinceny blm nemu peduli lindungi di gojek;blm nemu peduli lindungi di gojek;['blm', 'nemu', 'peduli', 'lindungi', 'di', 'gojek']
3390;Positif;aplikasi pedulilindungi akan memberi manfaat maksimal bagi para penggunanya jika saat mobilitas keluar rumah.   #pentingnyavaksinasikuatkanimun #ikhtiaratasipandemi  https://t.co/4lh6wzfnrj;aplikasi pedulilindungi akan memberi manfaat maksimal bagi para penggunanya jika saat mobilitas keluar rumah;['aplikasi', 'pedulilindungi', 'akan', 'memberi', 'manfaat', 'maksimal', 'bagi', 'para', 'penggunanya', 'jika', 'saat', 'mobilitas', 'keluar', 'rumah']
3391;Positif;bingung juga waktu pengen buka twitter malah suruh scan. ternyata pedulilindungi.;bingung juga waktu pengen buka twitter malah suruh scan ternyata pedulilindungi;['bingung', 'juga', 'waktu', 'pengen', 'buka', 'twitter', 'malah', 'suruh', 'scan', 'ternyata', 'pedulilindungi']
3392;Positif;@nurrnurhakim87 halo kak. seluruh pelanggan transjakarta wajib menunjukkan sertifikat vaksin covid-19 untuk dapat mengakses seluruh layanan transjakarta, baik melalui aplikasi jaki, pedulilindungi, dan/atau sertifikat vaksin yang dikeluarkan oleh lembaga ;halo kak seluruh pelanggan transjakarta wajib menunjukkan sertifikat vaksin covid untuk dapat mengakses seluruh layanan transjakarta baik melalui aplikasi jaki pedulilindungi danatau sertifikat vaksin yang dikeluarkan oleh lembaga;['halo', 'kak', 'seluruh', 'pelanggan', 'transjakarta', 'wajib', 'menunjukkan', 'sertifikat', 'vaksin', 'covid', 'untuk', 'dapat', 'mengakses', 'seluruh', 'layanan', 'transjakarta', 'baik', 'melalui', 'aplikasi', 'jaki', 'pedulilindungi', 'danatau', 'sertifikat', 'vaksin', 'yang', 'dikeluarkan', 'oleh', 'lembaga']
3393;Positif;@nurrnurhakim87 namun, kami sarankan untuk dapat menginstal aplikasi jaki/pedulilindungi dan menggunakan scan qr code untuk dapat melakukan perjalanan menggunakan mrt jakarta. terima kasih.;namun kami sarankan untuk dapat menginstal aplikasi jakipedulilindungi dan menggunakan scan qr code untuk dapat melakukan perjalanan menggunakan mrt jakarta terima kasih;['namun', 'kami', 'sarankan', 'untuk', 'dapat', 'menginstal', 'aplikasi', 'jakipedulilindungi', 'dan', 'menggunakan', 'scan', 'qr', 'code', 'untuk', 'dapat', 'melakukan', 'perjalanan', 'menggunakan', 'mrt', 'jakarta', 'terima', 'kasih']
3394;Positif;@bwwithvandrev @convomf peduli lindungi;peduli lindungi;['peduli', 'lindungi']
3395;Positif;@nurrnurhakim87 hai, kak. jika mengalami kendala menggunakan scan qr code di aplikasi jaki/pedulilindungi, kakak masih dapat melakukan perjalanan dengan menunjukkan bukti status telah divaksin pada aplikasi jaki/pedulilindungi.;hai kak jika mengalami kendala menggunakan scan qr code di aplikasi jakipedulilindungi kakak masih dapat melakukan perjalanan dengan menunjukkan bukti status telah divaksin pada aplikasi jakipedulilindungi;['hai', 'kak', 'jika', 'mengalami', 'kendala', 'menggunakan', 'scan', 'qr', 'code', 'di', 'aplikasi', 'jakipedulilindungi', 'kakak', 'masih', 'dapat', 'melakukan', 'perjalanan', 'dengan', 'menunjukkan', 'bukti', 'status', 'telah', 'divaksin', 'pada', 'aplikasi', 'jakipedulilindungi']
3396;Positif;mohon untuk mengisi formulir e-hac melalui aplikasi pedulilindungi.  untuk kemudahan seputar informasi penerbangan di bandara yang dikelola angkasa pura ii dapat di cek melalui aplikasi travelin, silakan di unduh melalui play store/app store. (3). terima kasih. -saski;mohon untuk mengisi formulir ehac melalui aplikasi pedulilindungi untuk kemudahan seputar informasi penerbangan di bandara yang dikelola angkasa pura ii dapat di cek melalui aplikasi travelin silakan di unduh melalui play storeapp store terima kasih saski;['mohon', 'untuk', 'mengisi', 'formulir', 'ehac', 'melalui', 'aplikasi', 'pedulilindungi', 'untuk', 'kemudahan', 'seputar', 'informasi', 'penerbangan', 'di', 'bandara', 'yang', 'dikelola', 'angkasa', 'pura', 'ii', 'dapat', 'di', 'cek', 'melalui', 'aplikasi', 'travelin', 'silakan', 'di', 'unduh', 'melalui', 'play', 'storeapp', 'store', 'terima', 'kasih', 'saski']
3397;Positif;@94eversinceny tergantung yang jaga boleh apa ngga, pedulilindungi kan suka lambat/error ya trus kadang sinyal jg nah biasanya boleh nunjukkin sertif doang;tergantung yang jaga boleh apa ngga pedulilindungi kan suka lambaterror ya trus kadang sinyal jg nah biasanya boleh nunjukkin sertif doang;['tergantung', 'yang', 'jaga', 'boleh', 'apa', 'ngga', 'pedulilindungi', 'kan', 'suka', 'lambaterror', 'ya', 'trus', 'kadang', 'sinyal', 'jg', 'nah', 'biasanya', 'boleh', 'nunjukkin', 'sertif', 'doang']
3398;Positif;@flying_bird0510 0ake peduli lindungi g bang;bird ake peduli lindungi  bang;['bird', 'ake', 'peduli', 'lindungi', 'bang']
3399;Positif;dulu: bergerombol di mulut eskalator/pintu lift sekarang: bergerombol di qr code pedulilindungi;dulu bergerombol di mulut eskalatorpintu lift sekarang bergerombol di qr code pedulilindungi;['dulu', 'bergerombol', 'di', 'mulut', 'eskalatorpintu', 'lift', 'sekarang', 'bergerombol', 'di', 'qr', 'code', 'pedulilindungi']
3400;Positif;mengawali aktifitas pagi saat memasuki kantor di laksanakan scan peduli lindungi dengan di awasi kanit provoos #poldakalbarberkibar  #polreskuburayabersinar  #polsekwasbandarasupadio  https://t.co/izgltnae3h;mengawali aktifitas pagi saat memasuki kantor di laksanakan scan peduli lindungi dengan di awasi kanit provoos;['mengawali', 'aktifitas', 'pagi', 'saat', 'memasuki', 'kantor', 'di', 'laksanakan', 'scan', 'peduli', 'lindungi', 'dengan', 'di', 'awasi', 'kanit', 'provoos']
3401;Positif;"check in   para karyawan/karyawati melalui aplikasi "" pedulilindungi ""  #jatenggayeng  #jatenglawancorona   @ganjarpranowo @tajyasinmz @provjateng @dprdjatengprov @dpubmckjateng @bptj_cilacap  https://t.co/tyqkem7iaz";check in para karyawankaryawati melalui aplikasi pedulilindungi cilacap;['check', 'in', 'para', 'karyawankaryawati', 'melalui', 'aplikasi', 'pedulilindungi', 'cilacap']
3402;Positif;ini kalo mau masuk emol harus banget pake app peduli lindungi?;ini kalo mau masuk emol harus banget pake app peduli lindungi;['ini', 'kalo', 'mau', 'masuk', 'emol', 'harus', 'banget', 'pake', 'app', 'peduli', 'lindungi']
3403;Positif;apa susahnya si vaksin trus tinggal donlod pedulilindungi;apa susahnya si vaksin trus tinggal donlod pedulilindungi;['apa', 'susahnya', 'si', 'vaksin', 'trus', 'tinggal', 'donlod', 'pedulilindungi']
3404;Positif;sering terjadi mau buka twt malah ke buka tele, dana, peduli lindungi. mau buka shpee kebuka wpð­... ya okss;sering terjadi mau buka twt malah ke buka tele dana peduli lindungi mau buka shpee kebuka wp ya okss;['sering', 'terjadi', 'mau', 'buka', 'twt', 'malah', 'ke', 'buka', 'tele', 'dana', 'peduli', 'lindungi', 'mau', 'buka', 'shpee', 'kebuka', 'wp', 'ya', 'okss']
3405;Positif;@moviemenfes pas masuk mallnya aja pake pedulilindungi;pas masuk mallnya aja pake pedulilindungi;['pas', 'masuk', 'mallnya', 'aja', 'pake', 'pedulilindungi']
3406;Positif;@veritasardentur ada fitur pedulilindungi di tokopedia, shopee, gojek, grab dll. bisa utk cek in/out di tmpt umum.;ada fitur pedulilindungi di tokopedia shopee gojek grab dll bisa utk cek inout di tmpt umum;['ada', 'fitur', 'pedulilindungi', 'di', 'tokopedia', 'shopee', 'gojek', 'grab', 'dll', 'bisa', 'utk', 'cek', 'inout', 'di', 'tmpt', 'umum']
3407;Positif;@moviemenfes aplikasi apa peduli lindungi? pake bahkan beberapa bisokop masuk ke bioskopnya harus pake aplikasi lagi walau di mallnya udah ngescan;aplikasi apa peduli lindungi pake bahkan beberapa bisokop masuk ke bioskopnya harus pake aplikasi lagi walau di mallnya udah ngescan;['aplikasi', 'apa', 'peduli', 'lindungi', 'pake', 'bahkan', 'beberapa', 'bisokop', 'masuk', 'ke', 'bioskopnya', 'harus', 'pake', 'aplikasi', 'lagi', 'walau', 'di', 'mallnya', 'udah', 'ngescan']
3408;Positif;@moviemenfes pedulilindungi? masih;pedulilindungi masih;['pedulilindungi', 'masih']
3409;Positif;@kellygsd17 serta minimal vaksin dosis pertama (dibuktikan dengan aplikasi peduli lindungi atau kartu/sertifikat dalam bentuk fisik). informasi lengkap terkait syarat dan ketentuan perjalanan dengan ka dapat dilakukan pengecekan via link  https://t.co/gex;serta minimal vaksin dosis pertama dibuktikan dengan aplikasi peduli lindungi atau kartusertifikat dalam bentuk fisik informasi lengkap terkait syarat dan ketentuan perjalanan dengan ka dapat dilakukan pengecekan via link;['serta', 'minimal', 'vaksin', 'dosis', 'pertama', 'dibuktikan', 'dengan', 'aplikasi', 'peduli', 'lindungi', 'atau', 'kartusertifikat', 'dalam', 'bentuk', 'fisik', 'informasi', 'lengkap', 'terkait', 'syarat', 'dan', 'ketentuan', 'perjalanan', 'dengan', 'ka', 'dapat', 'dilakukan', 'pengecekan', 'via', 'link']
3410;Positif;sekota semarang pasien covid cuma 1 orang terus pedulilindungi buat apa ya? ð¤;sekota semarang pasien covid cuma orang terus pedulilindungi buat apa ya;['sekota', 'semarang', 'pasien', 'covid', 'cuma', 'orang', 'terus', 'pedulilindungi', 'buat', 'apa', 'ya']
3411;Positif;harusnya pake aplikasi peduli lindungi;harusnya pake aplikasi peduli lindungi;['harusnya', 'pake', 'aplikasi', 'peduli', 'lindungi']
3412;Positif;jadi kartu tsb milik penyelenggara tempat yg dipake suami vaksin juga. nah kebetulan punya suami sampe saat ini blm keluar juga di peduli lindungi. sudah telp 119 tp memang harus diinpu dulu.;jadi kartu tsb milik penyelenggara tempat yg dipake suami vaksin juga nah kebetulan punya suami sampe saat ini blm keluar juga di peduli lindungi sudah telp tp memang harus diinpu dulu;['jadi', 'kartu', 'tsb', 'milik', 'penyelenggara', 'tempat', 'yg', 'dipake', 'suami', 'vaksin', 'juga', 'nah', 'kebetulan', 'punya', 'suami', 'sampe', 'saat', 'ini', 'blm', 'keluar', 'juga', 'di', 'peduli', 'lindungi', 'sudah', 'telp', 'tp', 'memang', 'harus', 'diinpu', 'dulu']
3413;Positif;noh sekarang aplikasi peduli lindungi. bisa ngetracking kita abis kemana. masuk jam berapa keluar jam berapa. google aja skr tau kok jam brpa kita berangkat kerja jam brpa pulang. bahkan kalo telat pulang, kita diingetin 'waktunya pulang'.;noh sekarang aplikasi peduli lindungi bisa ngetracking kita abis kemana masuk jam berapa keluar jam berapa google aja skr tau kok jam brpa kita berangkat kerja jam brpa pulang bahkan kalo telat pulang kita diingetin waktunya pulang;['noh', 'sekarang', 'aplikasi', 'peduli', 'lindungi', 'bisa', 'ngetracking', 'kita', 'abis', 'kemana', 'masuk', 'jam', 'berapa', 'keluar', 'jam', 'berapa', 'google', 'aja', 'skr', 'tau', 'kok', 'jam', 'brpa', 'kita', 'berangkat', 'kerja', 'jam', 'brpa', 'pulang', 'bahkan', 'kalo', 'telat', 'pulang', 'kita', 'diingetin', 'waktunya', 'pulang']
3414;Positif;"""mas, scan dulu pake pedulilindungi"" ""hpku mati pak, aku kesini mau service hpð¿"" ""bawa kartu vaksin?"" ""enggk sempet pak"" ""yauda sini ktpmu biar dicek, cuman liat nik"" wait a minute... ""oh udah d2 ya, oke silahkan""  untung aja si ada jalan lain buat ngecek dosis vaksin.  https://t.co/yoxbnluay8";mas scan dulu pake pedulilindungi hpku mati pak aku kesini mau service hp bawa kartu vaksin enggk sempet pak yauda sini ktpmu biar dicek cuman liat nik wait  minute oh udah  ya oke silahkan untung aja si ada jalan lain buat ngecek dosis vaksin;['mas', 'scan', 'dulu', 'pake', 'pedulilindungi', 'hpku', 'mati', 'pak', 'aku', 'kesini', 'mau', 'service', 'hp', 'bawa', 'kartu', 'vaksin', 'enggk', 'sempet', 'pak', 'yauda', 'sini', 'ktpmu', 'biar', 'dicek', 'cuman', 'liat', 'nik', 'wait', 'minute', 'oh', 'udah', 'ya', 'oke', 'silahkan', 'untung', 'aja', 'si', 'ada', 'jalan', 'lain', 'buat', 'ngecek', 'dosis', 'vaksin']
3415;Positif;selamat makan siang tweeps!  mau ngingetin aja, walaupun kapasitas udah 100% dan segala umur udah bisa masuk mall, tetap harus ikutin protokol kesehatan ya! jangan lupa check-in di pedulilindungi juga!  see you at #plazasenayan!;selamat makan siang tweeps mau ngingetin aja walaupun kapasitas udah dan segala umur udah bisa masuk mall tetap harus ikutin protokol kesehatan ya jangan lupa checkin di pedulilindungi juga see you at;['selamat', 'makan', 'siang', 'tweeps', 'mau', 'ngingetin', 'aja', 'walaupun', 'kapasitas', 'udah', 'dan', 'segala', 'umur', 'udah', 'bisa', 'masuk', 'mall', 'tetap', 'harus', 'ikutin', 'protokol', 'kesehatan', 'ya', 'jangan', 'lupa', 'checkin', 'di', 'pedulilindungi', 'juga', 'see', 'you', 'at']
3416;Positif;nihh gais beberapa manfaat dari pedulilindungi, jadi ingat yah kemanapun dan kapanpun kamu pergi unduh dulu  #pentingnyavaksinasikuatkanimun #ikhtiaratasipandemi  https://t.co/szw13t3ngj;nihh gais beberapa manfaat dari pedulilindungi jadi ingat yah kemanapun dan kapanpun kamu pergi unduh dulu;['nihh', 'gais', 'beberapa', 'manfaat', 'dari', 'pedulilindungi', 'jadi', 'ingat', 'yah', 'kemanapun', 'dan', 'kapanpun', 'kamu', 'pergi', 'unduh', 'dulu']
3417;Positif;kunci sukses untuk akhiri pandemi sebenarnya ada pada diri kita lho.  kuncinya itu vaksinasi covid 19 dosis lengkap, lalu disiplin prokes ketat, trus pake pedulilindungi selama mobilitas.  insya allah pandemi cepet beres! #pentingnyavaksinasikuatkanimun #ikhtiaratasipandemi  https://t.co/zzylsqbdis;kunci sukses untuk akhiri pandemi sebenarnya ada pada diri kita lho kuncinya itu vaksinasi covid dosis lengkap lalu disiplin prokes ketat trus pake pedulilindungi selama mobilitas insya allah pandemi cepet beres;['kunci', 'sukses', 'untuk', 'akhiri', 'pandemi', 'sebenarnya', 'ada', 'pada', 'diri', 'kita', 'lho', 'kuncinya', 'itu', 'vaksinasi', 'covid', 'dosis', 'lengkap', 'lalu', 'disiplin', 'prokes', 'ketat', 'trus', 'pake', 'pedulilindungi', 'selama', 'mobilitas', 'insya', 'allah', 'pandemi', 'cepet', 'beres']
3418;Positif;@kenapahars peduli lindungi:);peduli lindungi;['peduli', 'lindungi']
3419;Positif;@mbahndi antigen pcr blm sepenuhnya terintegrasi dengan peduli lindungi. akibatnya? âbanyakâ yg melakukan perjalanan jarak jauh menggunakan hasil tes âpalsuâ. petugas di gate hny cek secara manual,aplg kalo gate penuh alhasil lewat2 saja. ppkm per;antigen pcr blm sepenuhnya terintegrasi dengan peduli lindungi akibatnya banyak yg melakukan perjalanan jarak jauh menggunakan hasil tes palsu petugas di gate hny cek secara manualaplg kalo gate penuh alhasil lewat saja ppkm per;['antigen', 'pcr', 'blm', 'sepenuhnya', 'terintegrasi', 'dengan', 'peduli', 'lindungi', 'akibatnya', 'banyak', 'yg', 'melakukan', 'perjalanan', 'jarak', 'jauh', 'menggunakan', 'hasil', 'tes', 'palsu', 'petugas', 'di', 'gate', 'hny', 'cek', 'secara', 'manualaplg', 'kalo', 'gate', 'penuh', 'alhasil', 'lewat', 'saja', 'ppkm', 'per']
3420;Positif;ui/ux jaman sekarang itu penting karena harus mengakomodir orang kebanyakan (potential customer). jaman dulu menu berderet2 pun gak masalah. dan ui peduli lindungi udah cukup deskriptif.;uiux jaman sekarang itu penting karena harus mengakomodir orang kebanyakan potential customer jaman dulu menu berderet pun gak masalah dan ui peduli lindungi udah cukup deskriptif;['uiux', 'jaman', 'sekarang', 'itu', 'penting', 'karena', 'harus', 'mengakomodir', 'orang', 'kebanyakan', 'potential', 'customer', 'jaman', 'dulu', 'menu', 'berderet', 'pun', 'gak', 'masalah', 'dan', 'ui', 'peduli', 'lindungi', 'udah', 'cukup', 'deskriptif']
3421;Positif;@plindungi akhir'y keluar jg setelah aku tunggu2 tp tidak muncul d apps peduli lindung min gmn donk_???  https://t.co/qltokd0gbj;akhiry keluar jg setelah aku tunggu tp tidak muncul  apps peduli lindung min gmn donk;['akhiry', 'keluar', 'jg', 'setelah', 'aku', 'tunggu', 'tp', 'tidak', 'muncul', 'apps', 'peduli', 'lindung', 'min', 'gmn', 'donk']
3422;Positif;ppkm level satu, di dermaga marina ancol 155 warga dan wisatawan yang akan ke pulau seribu scan barcode aplikasi peduliâ lindungi  https://t.co/47q4s0jdce;ppkm level satu di dermaga marina ancol warga dan wisatawan yang akan ke pulau seribu scan barcode aplikasi pedulilindungi;['ppkm', 'level', 'satu', 'di', 'dermaga', 'marina', 'ancol', 'warga', 'dan', 'wisatawan', 'yang', 'akan', 'ke', 'pulau', 'seribu', 'scan', 'barcode', 'aplikasi', 'pedulilindungi']
3423;Positif;@plindungi alhamdulillah aku vaksin d luar negri setelah aku otax atik hp biar bs daftar d peduli lindung klu aku dah vaksin dan dapet sertifikat vaksin dan akhir'y aku dapatkan itu smua_jadi aku punya sertifikat vaksin luar negri dan sertifikat vaksin dr;alhamdulillah aku vaksin  luar negri setelah aku otax atik hp biar bs daftar  peduli lindung klu aku dah vaksin dan dapet sertifikat vaksin dan akhiry aku dapatkan itu smuajadi aku punya sertifikat vaksin luar negri dan sertifikat vaksin dr;['alhamdulillah', 'aku', 'vaksin', 'luar', 'negri', 'setelah', 'aku', 'otax', 'atik', 'hp', 'biar', 'bs', 'daftar', 'peduli', 'lindung', 'klu', 'aku', 'dah', 'vaksin', 'dan', 'dapet', 'sertifikat', 'vaksin', 'dan', 'akhiry', 'aku', 'dapatkan', 'itu', 'smuajadi', 'aku', 'punya', 'sertifikat', 'vaksin', 'luar', 'negri', 'dan', 'sertifikat', 'vaksin', 'dr']
3424;Positif;@bucinamjun eh iya di app pedulilindungi udh ada fitur ehac juga dinggg.;eh iya di app pedulilindungi udh ada fitur ehac juga dinggg;['eh', 'iya', 'di', 'app', 'pedulilindungi', 'udh', 'ada', 'fitur', 'ehac', 'juga', 'dinggg']
3425;Positif;@mbahndi yg penting sih dibuka normal semua tanpa peduli lindungi kalau saya dok;yg penting sih dibuka normal semua tanpa peduli lindungi kalau saya dok;['yg', 'penting', 'sih', 'dibuka', 'normal', 'semua', 'tanpa', 'peduli', 'lindungi', 'kalau', 'saya', 'dok']
3426;Positif;@meusaeternum aku sih pdf sama pedulilindungi aja;aku sih pdf sama pedulilindungi aja;['aku', 'sih', 'pdf', 'sama', 'pedulilindungi', 'aja']
3427;Positif;4â£ berdasarkan informasi yg di pantau dr aplikasi peduli lindungi ada sebanyak 17rb org yg terpapar covid 19 oleh krn itu puan berharaf tni juga turun tangan mengawasi dgn menegakan disiplin prokes  #dpruntuknegeri  https://t.co/cif8vssb67;berdasarkan informasi yg di pantau dr aplikasi peduli lindungi ada sebanyak rb org yg terpapar covid oleh krn itu puan berharaf tni juga turun tangan mengawasi dgn menegakan disiplin prokes;['berdasarkan', 'informasi', 'yg', 'di', 'pantau', 'dr', 'aplikasi', 'peduli', 'lindungi', 'ada', 'sebanyak', 'rb', 'org', 'yg', 'terpapar', 'covid', 'oleh', 'krn', 'itu', 'puan', 'berharaf', 'tni', 'juga', 'turun', 'tangan', 'mengawasi', 'dgn', 'menegakan', 'disiplin', 'prokes']
3428;Positif;tahun lalu situasi nya beda mas. tahun lalu belum ada upaya vaksinasi, belum ada aplikasi peduli-lindungi yg visa dipakai untuk verifikasi orang yg melakukan kegiatan. kebijakan yg mau dilakukan tidak punya basis akal sehat dan data. hanya paranoid, mas.;tahun lalu situasi nya beda mas tahun lalu belum ada upaya vaksinasi belum ada aplikasi pedulilindungi yg visa dipakai untuk verifikasi orang yg melakukan kegiatan kebijakan yg mau dilakukan tidak punya basis akal sehat dan data hanya paranoid mas;['tahun', 'lalu', 'situasi', 'nya', 'beda', 'mas', 'tahun', 'lalu', 'belum', 'ada', 'upaya', 'vaksinasi', 'belum', 'ada', 'aplikasi', 'pedulilindungi', 'yg', 'visa', 'dipakai', 'untuk', 'verifikasi', 'orang', 'yg', 'melakukan', 'kegiatan', 'kebijakan', 'yg', 'mau', 'dilakukan', 'tidak', 'punya', 'basis', 'akal', 'sehat', 'dan', 'data', 'hanya', 'paranoid', 'mas']
3429;Positif;krl paling bener kemaren pake strp atau surat tugas dari kantor gitu sampe bener bener covid ilang dah. pake peduli lindungi malah makin banyak orang gatau aturan di krl selama pandemi;krl paling bener kemaren pake strp atau surat tugas dari kantor gitu sampe bener bener covid ilang dah pake peduli lindungi malah makin banyak orang gatau aturan di krl selama pandemi;['krl', 'paling', 'bener', 'kemaren', 'pake', 'strp', 'atau', 'surat', 'tugas', 'dari', 'kantor', 'gitu', 'sampe', 'bener', 'bener', 'covid', 'ilang', 'dah', 'pake', 'peduli', 'lindungi', 'malah', 'makin', 'banyak', 'orang', 'gatau', 'aturan', 'di', 'krl', 'selama', 'pandemi']
3430;Positif;update terakhir pedulilindungi versi 4.0.2 di android, tracker nya udah di remove, tak menemukan anomali thanks kemenkesð  pernah aku stream disini   https://t.co/tj9tmnxoms;update terakhir pedulilindungi versi di android tracker nya udah di remove tak menemukan anomali thanks kemenkes pernah aku stream disini;['update', 'terakhir', 'pedulilindungi', 'versi', 'di', 'android', 'tracker', 'nya', 'udah', 'di', 'remove', 'tak', 'menemukan', 'anomali', 'thanks', 'kemenkes', 'pernah', 'aku', 'stream', 'disini']
3431;Positif;@kompascom alhamdulillah di kita cukup aplikasi pedulilindungi untuk masuk ke tempat fasilitas umum.;alhamdulillah di kita cukup aplikasi pedulilindungi untuk masuk ke tempat fasilitas umum;['alhamdulillah', 'di', 'kita', 'cukup', 'aplikasi', 'pedulilindungi', 'untuk', 'masuk', 'ke', 'tempat', 'fasilitas', 'umum']
3432;Positif;@kanim_bekasi selamat pagi, apakah lansia harus pakai aplikasi peduli lindungi untuk masuk ke kanim? terima kasih;bekasi selamat pagi apakah lansia harus pakai aplikasi peduli lindungi untuk masuk ke kanim terima kasih;['bekasi', 'selamat', 'pagi', 'apakah', 'lansia', 'harus', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'untuk', 'masuk', 'ke', 'kanim', 'terima', 'kasih']
