;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_tokens_fdist;tweet_token_WSW;normalization;text_stemming;tweet_stopwords
2536;2536;Positif;qronoz listyosigitp untuk skala nasional mungkin bisa dipertimbangkan untuk kolaborasi dengan plindungi ;qronoz listyosigitp untuk skala nasional mungkin bisa dipertimbangkan untuk kolaborasi dengan plindungi;['qronoz', 'listyosigitp', 'untuk', 'skala', 'nasional', 'mungkin', 'bisa', 'dipertimbangkan', 'untuk', 'kolaborasi', 'dengan', 'plindungi'];<FreqDist with 11 samples and 12 outcomes>;['skala', 'nasional', 'dipertimbangkan', 'kolaborasi'];qronoz listyosigitp skala nasional dipertimbangkan kolaborasi plindungi;skala nasional timbang kolaborasi;['qronoz', 'listyosigitp', 'skala', 'nasional', 'dipertimbangkan', 'kolaborasi', 'plindungi']
2537;2537;Positif;qronoz kemkominfo kemenkesri plindungi ccicpolri ayo kerja kerja kerja;qronoz kemkominfo kemenkesri plindungi ccicpolri ayo kerja kerja kerja;['qronoz', 'kemkominfo', 'kemenkesri', 'plindungi', 'ccicpolri', 'ayo', 'kerja', 'kerja', 'kerja'];<FreqDist with 7 samples and 9 outcomes>;['ayo'];qronoz kemkominfo kemenkesri plindungi ccicpolri ayo;ayo;['qronoz', 'kemkominfo', 'kemenkesri', 'plindungi', 'ccicpolri', 'ayo']
2538;2538;Positif;qoryhnf benar kak sistem tersebut terintegrasi dengan aplikasi peduli lindungi trims;qoryhnf benar kak sistem tersebut terintegrasi dengan aplikasi peduli lindungi trims;['qoryhnf', 'benar', 'kak', 'sistem', 'tersebut', 'terintegrasi', 'dengan', 'aplikasi', 'peduli', 'lindungi', 'trims'];<FreqDist with 11 samples and 11 outcomes>;['sistem', 'terintegrasi', 'aplikasi', 'peduli', 'lindungi', 'trims'];qoryhnf sistem terintegrasi aplikasi peduli lindungi terima kasih;sistem integrasi aplikasi peduli lindung terima kasih;['qoryhnf', 'sistem', 'terintegrasi', 'aplikasi', 'peduli', 'lindungi', 'trims']
2539;2539;Positif;qillaax kamu coba lihat di website peduli lindungi dulu baru bisa kalau di web muncul baru sertifnya muncul di apk nya;qillaax kamu coba lihat di website peduli lindungi dulu baru bisa kalau di web muncul baru sertifnya muncul di apk nya;['qillaax', 'kamu', 'coba', 'lihat', 'di', 'website', 'peduli', 'lindungi', 'dulu', 'baru', 'bisa', 'kalau', 'di', 'web', 'muncul', 'baru', 'sertifnya', 'muncul', 'di', 'apk', 'nya'];<FreqDist with 17 samples and 21 outcomes>;['coba', 'website', 'peduli', 'lindungi', 'web', 'muncul', 'sertifnya', 'muncul', 'apk'];qillaax coba website peduli lindungi web muncul sertifnya muncul apk;coba website peduli lindung web muncul sertifnya muncul apk;['qillaax', 'coba', 'website', 'peduli', 'lindungi', 'web', 'muncul', 'sertifnya', 'muncul', 'apk']
2540;2540;Positif;putrihope dan penumpang wajib sudah vaksin minimal dosis pertama dibuktikan dengan menunjukan aplikasi peduli lindungi atau kartu vaksin informasi secara lengkap mengenai syarat perjalanan ka dapat dilakukan pengecekan melalui link  httpstcogexhlr;putrihope dan penumpang wajib sudah vaksin minimal dosis pertama dibuktikan dengan menunjukan aplikasi peduli lindungi atau kartu vaksin informasi secara lengkap mengenai syarat perjalanan ka dapat dilakukan pengecekan melalui link httpstcogexhlr;['putrihope', 'dan', 'penumpang', 'wajib', 'sudah', 'vaksin', 'minimal', 'dosis', 'pertama', 'dibuktikan', 'dengan', 'menunjukan', 'aplikasi', 'peduli', 'lindungi', 'atau', 'kartu', 'vaksin', 'informasi', 'secara', 'lengkap', 'mengenai', 'syarat', 'perjalanan', 'ka', 'dapat', 'dilakukan', 'pengecekan', 'melalui', 'link', 'httpstcogexhlr'];<FreqDist with 30 samples and 31 outcomes>;['penumpang', 'wajib', 'vaksin', 'minimal', 'dosis', 'dibuktikan', 'menunjukan', 'aplikasi', 'peduli', 'lindungi', 'kartu', 'vaksin', 'informasi', 'lengkap', 'syarat', 'perjalanan', 'pengecekan', 'link'];putrihope penumpang wajib vaksin minimal dosis dibuktikan menunjukan aplikasi peduli lindungi kartu vaksin informasi lengkap syarat perjalanan pengecekan link httpstcogexhlr;tumpang wajib vaksin minimal dosis bukti tunjuk aplikasi peduli lindung kartu vaksin informasi lengkap syarat jalan kece link;['putrihope', 'penumpang', 'wajib', 'vaksin', 'minimal', 'dosis', 'dibuktikan', 'menunjukan', 'aplikasi', 'peduli', 'lindungi', 'kartu', 'vaksin', 'informasi', 'lengkap', 'syarat', 'perjalanan', 'pengecekan', 'link', 'httpstcogexhlr']
2541;2541;Positif;purpeland kaga tp di peduli lindungi kerecord;purpeland kaga tp di peduli lindungi kerecord;['purpeland', 'kaga', 'tp', 'di', 'peduli', 'lindungi', 'kerecord'];<FreqDist with 7 samples and 7 outcomes>;['kaga', 'peduli', 'lindungi', 'kerecord'];purpeland kagak peduli lindungi kerecord;kagak peduli lindung kerecord;['purpeland', 'kaga', 'peduli', 'lindungi', 'kerecord']
2542;2542;Positif;pupununuanu hai kak sesuai sk kadishub nomor  tahun  khusus pengguna transportasi umum wajib menggunakan aplikasi pedulilindungi guna melakukan skrining disetiap halte transjakarta mohon siapkan terlebih dahulu sebelum memasuki  halte transjaka;pupununuanu hai kak sesuai sk kadishub nomor tahun khusus pengguna transportasi umum wajib menggunakan aplikasi pedulilindungi guna melakukan skrining disetiap halte transjakarta mohon siapkan terlebih dahulu sebelum memasuki halte transjaka;['pupununuanu', 'hai', 'kak', 'sesuai', 'sk', 'kadishub', 'nomor', 'tahun', 'khusus', 'pengguna', 'transportasi', 'umum', 'wajib', 'menggunakan', 'aplikasi', 'pedulilindungi', 'guna', 'melakukan', 'skrining', 'disetiap', 'halte', 'transjakarta', 'mohon', 'siapkan', 'terlebih', 'dahulu', 'sebelum', 'memasuki', 'halte', 'transjaka'];<FreqDist with 29 samples and 30 outcomes>;['sesuai', 'sk', 'kadishub', 'nomor', 'pengguna', 'transportasi', 'wajib', 'aplikasi', 'pedulilindungi', 'skrining', 'disetiap', 'halte', 'transjakarta', 'siapkan', 'memasuki', 'halte', 'transjaka'];pupununuanu sesuai suka kadishub nomor pengguna transportasi wajib aplikasi pedulilindungi skrining disetiap halte transjakarta siapkan memasuki halte transjaka;sesuai suka kadishub nomor guna transportasi wajib aplikasi pedulilindungi skrining tiap halte transjakarta siap pasuk halte transjaka;['pupununuanu', 'sesuai', 'sk', 'kadishub', 'nomor', 'pengguna', 'transportasi', 'wajib', 'aplikasi', 'pedulilindungi', 'skrining', 'disetiap', 'halte', 'transjakarta', 'siapkan', 'memasuki', 'halte', 'transjaka']
2543;2543;Positif;pttransjakarta min just info saja untuk aturan ini spertinya kurang efektif fakta dilapangan ada yg tdk scan peduli lindungi maupun menunjukkan kartu vaksin tetap diijinkan masuk oleh petugas lalu utk t dan non brt bagaimana karena tdk ada petugas;pttransjakarta min just info saja untuk aturan ini spertinya kurang efektif fakta dilapangan ada yg tdk scan peduli lindungi maupun menunjukkan kartu vaksin tetap diijinkan masuk oleh petugas lalu utk  dan non brt bagaimana karena tdk ada petugas;['pttransjakarta', 'min', 'just', 'info', 'saja', 'untuk', 'aturan', 'ini', 'spertinya', 'kurang', 'efektif', 'fakta', 'dilapangan', 'ada', 'yg', 'tdk', 'scan', 'peduli', 'lindungi', 'maupun', 'menunjukkan', 'kartu', 'vaksin', 'tetap', 'diijinkan', 'masuk', 'oleh', 'petugas', 'lalu', 'utk', 'dan', 'non', 'brt', 'bagaimana', 'karena', 'tdk', 'ada', 'petugas'];<FreqDist with 35 samples and 38 outcomes>;['transjakarta', 'just', 'info', 'aturan', 'spertinya', 'efektif', 'fakta', 'dilapangan', 'scan', 'peduli', 'lindungi', 'kartu', 'vaksin', 'diijinkan', 'petugas', 'non', 'brt', 'petugas'];pttransjakarta just info aturan sepertinya efektif fakta dilapangan scan peduli lindungi kartu vaksin diijinkan petugas non brt petugas;transjakarta just info atur seperti efektif fakta lapang scan peduli lindung kartu vaksin diijinkan tugas non brt tugas;['pttransjakarta', 'just', 'info', 'aturan', 'spertinya', 'efektif', 'fakta', 'dilapangan', 'scan', 'peduli', 'lindungi', 'kartu', 'vaksin', 'diijinkan', 'petugas', 'non', 'brt', 'petugas']
2544;2544;Positif;prfmnews maaf min mau nanya klo naik kereta mau ke yogyakarta klo udh di vaksin dua kali dan udh ada aplikasi peduli lindungi apa masih ada syarat yg lain;prfmnews maaf min mau nanya klo naik kereta mau ke yogyakarta klo udh di vaksin dua kali dan udh ada aplikasi peduli lindungi apa masih ada syarat yg lain;['prfmnews', 'maaf', 'min', 'mau', 'nanya', 'klo', 'naik', 'kereta', 'mau', 'ke', 'yogyakarta', 'klo', 'udh', 'di', 'vaksin', 'dua', 'kali', 'dan', 'udh', 'ada', 'aplikasi', 'peduli', 'lindungi', 'apa', 'masih', 'ada', 'syarat', 'yg', 'lain'];<FreqDist with 25 samples and 29 outcomes>;['maaf', 'nanya', 'kereta', 'yogyakarta', 'udh', 'vaksin', 'udh', 'aplikasi', 'peduli', 'lindungi', 'syarat'];prfmnews maaf tanya kereta yogyakarta sudah vaksin sudah aplikasi peduli lindungi syarat;maaf tanya kereta yogyakarta sudah vaksin sudah aplikasi peduli lindung syarat;['prfmnews', 'maaf', 'nanya', 'kereta', 'yogyakarta', 'udh', 'vaksin', 'udh', 'aplikasi', 'peduli', 'lindungi', 'syarat']
2545;2545;Positif;pramuktiga tirtacipeng plindungi kemenkesri kawalcovid buntung mas   karena saya merasa vaksin itu perlu ini takut malah jadi susah kalau mau vaksin beneran;pramuktiga tirtacipeng plindungi kemenkesri kawalcovid buntung mas karena saya merasa vaksin itu perlu ini takut malah jadi susah kalau mau vaksin beneran;['pramuktiga', 'tirtacipeng', 'plindungi', 'kemenkesri', 'kawalcovid', 'buntung', 'mas', 'karena', 'saya', 'merasa', 'vaksin', 'itu', 'perlu', 'ini', 'takut', 'malah', 'jadi', 'susah', 'kalau', 'mau', 'vaksin', 'beneran'];<FreqDist with 21 samples and 22 outcomes>;['cipeng', 'buntung', 'vaksin', 'takut', 'susah', 'vaksin', 'beneran'];pramuktiga tirtacipeng plindungi kemenkesri kawalcovid buntung vaksin takut susah vaksin benaran;cipeng buntung vaksin takut susah vaksin benar;['pramuktiga', 'tirtacipeng', 'plindungi', 'kemenkesri', 'kawalcovid', 'buntung', 'vaksin', 'takut', 'susah', 'vaksin', 'beneran']
2546;2546;Positif;pointbroo lhah bukan hebat  tp ada di peduli lindungi mas coba dicek lg mas;pointbroo lhah bukan hebat tp ada di peduli lindungi mas coba dicek lg mas;['pointbroo', 'lhah', 'bukan', 'hebat', 'tp', 'ada', 'di', 'peduli', 'lindungi', 'mas', 'coba', 'dicek', 'lg', 'mas'];<FreqDist with 13 samples and 14 outcomes>;['lhah', 'hebat', 'peduli', 'lindungi', 'coba', 'dicek'];pointbroo lhah hebat peduli lindungi coba dicek;lhah hebat peduli lindung coba cek;['pointbroo', 'lhah', 'hebat', 'peduli', 'lindungi', 'coba', 'dicek']
2547;2547;Positif;plindungi wah baru tau terima kasih;plindungi wah baru tau terima kasih;['plindungi', 'wah', 'baru', 'tau', 'terima', 'kasih'];<FreqDist with 6 samples and 6 outcomes>;['terima', 'kasih'];plindungi terima kasih;terima kasih;['plindungi', 'terima', 'kasih']
2548;2548;Positif;plindungi untuk vaksin johson and johson kenapa status di apps kuning kan johson cuma  dosis saja;plindungi untuk vaksin johson and johson kenapa status di apps kuning kan johson cuma dosis saja;['plindungi', 'untuk', 'vaksin', 'johson', 'and', 'johson', 'kenapa', 'status', 'di', 'apps', 'kuning', 'kan', 'johson', 'cuma', 'dosis', 'saja'];<FreqDist with 14 samples and 16 outcomes>;['vaksin', 'johson', 'johson', 'status', 'apps', 'kuning', 'johson', 'dosis'];plindungi vaksin johson johson status apps kuning johson dosis;vaksin johson johson status apps kuning johson dosis;['plindungi', 'vaksin', 'johson', 'johson', 'status', 'apps', 'kuning', 'johson', 'dosis']
2549;2549;Positif;plindungi tolong info dan bantuannya;plindungi tolong info dan bantuannya;['plindungi', 'tolong', 'info', 'dan', 'bantuannya'];<FreqDist with 5 samples and 5 outcomes>;['tolong', 'info', 'bantuannya'];plindungi tolong info bantuannya;tolong info bantu;['plindungi', 'tolong', 'info', 'bantuannya']
2550;2550;Positif;plindungi siang bapak  ibu mohon bantuannya terkait email saya yang sudah saya kirimkan  kali ke pedulilindungikominfogoid ini terkait vaksin saya terima kasih jokowi;plindungi siang bapak ibu mohon bantuannya terkait email saya yang sudah saya kirimkan kali ke pedulilindungikominfogoid ini terkait vaksin saya terima kasih jokowi;['plindungi', 'siang', 'bapak', 'ibu', 'mohon', 'bantuannya', 'terkait', 'email', 'saya', 'yang', 'sudah', 'saya', 'kirimkan', 'kali', 'ke', 'pedulilindungikominfogoid', 'ini', 'terkait', 'vaksin', 'saya', 'terima', 'kasih', 'jokowi'];<FreqDist with 20 samples and 23 outcomes>;['siang', 'bantuannya', 'terkait', 'email', 'kirimkan', 'pedulilindungi', 'goid', 'terkait', 'vaksin', 'terima', 'kasih'];plindungi siang bantuannya terkait email kirimkan pedulilindungikominfogoid terkait vaksin terima kasih jokowi;siang bantu kait email kirim pedulilindungi goid kait vaksin terima kasih;['plindungi', 'siang', 'bantuannya', 'terkait', 'email', 'kirimkan', 'pedulilindungikominfogoid', 'terkait', 'vaksin', 'terima', 'kasih', 'jokowi']
2551;2551;Positif;plindungi selamat pagi admin saya ingin bertanya jika satu nomor untuk  orang apakah bisaa;plindungi selamat pagi admin saya ingin bertanya jika satu nomor untuk orang apakah bisaa;['plindungi', 'selamat', 'pagi', 'admin', 'saya', 'ingin', 'bertanya', 'jika', 'satu', 'nomor', 'untuk', 'orang', 'apakah', 'bisaa'];<FreqDist with 14 samples and 14 outcomes>;['selamat', 'pagi', 'admin', 'nomor', 'bisaa'];plindungi selamat pagi admin nomor bisa;selamat pagi admin nomor bisa;['plindungi', 'selamat', 'pagi', 'admin', 'nomor', 'bisaa']
2552;2552;Positif;plindungi selamat malam untuk perjalan dari luar pulau jawa tujuan bandung tiba di jakarta via pesawat saat mengisi ehac kota apa yg harus di isi bandung atau jakarta terimaksih;plindungi selamat malam untuk perjalan dari luar pulau jawa tujuan bandung tiba di jakarta via pesawat saat mengisi ehac kota apa yg harus di isi bandung atau jakarta terimaksih;['plindungi', 'selamat', 'malam', 'untuk', 'perjalan', 'dari', 'luar', 'pulau', 'jawa', 'tujuan', 'bandung', 'tiba', 'di', 'jakarta', 'via', 'pesawat', 'saat', 'mengisi', 'ehac', 'kota', 'apa', 'yg', 'harus', 'di', 'isi', 'bandung', 'atau', 'jakarta', 'terimaksih'];<FreqDist with 26 samples and 29 outcomes>;['selamat', 'malam', 'perjalan', 'pulau', 'jawa', 'tujuan', 'bandung', 'jakarta', 'via', 'pesawat', 'mengisi', 'ehac', 'kota', 'isi', 'bandung', 'jakarta', 'terimaksih'];plindungi selamat malam perjalan pulau jawa tujuan bandung jakarta via pesawat mengisi ehac kota isi bandung jakarta terima kasih;selamat malam jalan pulau jawa tuju bandung jakarta via pesawat isi ehac kota isi bandung jakarta terima kasih;['plindungi', 'selamat', 'malam', 'perjalan', 'pulau', 'jawa', 'tujuan', 'bandung', 'jakarta', 'via', 'pesawat', 'mengisi', 'ehac', 'kota', 'isi', 'bandung', 'jakarta', 'terimaksih']
2553;2553;Positif;plindungi selamat malam min mau tanya kalau waktu vaksin tidak memberikan nomor telpon dan email cara mendapat sertifikat vaksinnya bagaimana ya karena di app peduli lindungi nya tidak muncul sertifikat nya terima kasih;plindungi selamat malam min mau tanya kalau waktu vaksin tidak memberikan nomor telpon dan email cara mendapat sertifikat vaksinnya bagaimana ya karena di app peduli lindungi nya tidak muncul sertifikat nya terima kasih;['plindungi', 'selamat', 'malam', 'min', 'mau', 'tanya', 'kalau', 'waktu', 'vaksin', 'tidak', 'memberikan', 'nomor', 'telpon', 'dan', 'email', 'cara', 'mendapat', 'sertifikat', 'vaksinnya', 'bagaimana', 'ya', 'karena', 'di', 'app', 'peduli', 'lindungi', 'nya', 'tidak', 'muncul', 'sertifikat', 'nya', 'terima', 'kasih'];<FreqDist with 30 samples and 33 outcomes>;['selamat', 'malam', 'vaksin', 'nomor', 'telpon', 'email', 'sertifikat', 'vaksinnya', 'app', 'peduli', 'lindungi', 'muncul', 'sertifikat', 'terima', 'kasih'];plindungi selamat malam vaksin nomor telpon email sertifikat vaksinnya app peduli lindungi muncul sertifikat terima kasih;selamat malam vaksin nomor telpon email sertifikat vaksin app peduli lindung muncul sertifikat terima kasih;['plindungi', 'selamat', 'malam', 'vaksin', 'nomor', 'telpon', 'email', 'sertifikat', 'vaksinnya', 'app', 'peduli', 'lindungi', 'muncul', 'sertifikat', 'terima', 'kasih']
2554;2554;Positif;plindungi saya udah vaksin ke tanggal  oktober tapi udah seminggu lebih sertifikatnya belum tercetak gimana ya;plindungi saya udah vaksin ke tanggal oktober tapi udah seminggu lebih sertifikatnya belum tercetak gimana ya;['plindungi', 'saya', 'udah', 'vaksin', 'ke', 'tanggal', 'oktober', 'tapi', 'udah', 'seminggu', 'lebih', 'sertifikatnya', 'belum', 'tercetak', 'gimana', 'ya'];<FreqDist with 15 samples and 16 outcomes>;['vaksin', 'tanggal', 'oktober', 'seminggu', 'sertifikatnya', 'tercetak'];plindungi vaksin tanggal oktober seminggu sertifikatnya tercetak;vaksin tanggal oktober minggu sertifikat cetak;['plindungi', 'vaksin', 'tanggal', 'oktober', 'seminggu', 'sertifikatnya', 'tercetak']
2555;2555;Positif;plindungi saya sudah download aplikasi peduli lindungi;plindungi saya sudah download aplikasi peduli lindungi;['plindungi', 'saya', 'sudah', 'download', 'aplikasi', 'peduli', 'lindungi'];<FreqDist with 7 samples and 7 outcomes>;['download', 'aplikasi', 'peduli', 'lindungi'];plindungi download aplikasi peduli lindungi;download aplikasi peduli lindung;['plindungi', 'download', 'aplikasi', 'peduli', 'lindungi']
2556;2556;Positif;plindungi plis cek dm tks;plindungi plis cek dm tks;['plindungi', 'plis', 'cek', 'dm', 'tks'];<FreqDist with 5 samples and 5 outcomes>;['plis', 'cek', 'dm', 'tks'];plindungi plis cek dm tks;plis cek dm tks;['plindungi', 'plis', 'cek', 'dm', 'tks']
2557;2557;Positif;plindungi pagi min bisa dibantu untuk yg sudah vaksin tahap  namun sudah h masih belum ada sertivikat di aplikasi dan di web nya  terimakasih sebelnya;plindungi pagi min bisa dibantu untuk yg sudah vaksin tahap namun sudah  masih belum ada sertivikat di aplikasi dan di web nya terimakasih sebelnya;['plindungi', 'pagi', 'min', 'bisa', 'dibantu', 'untuk', 'yg', 'sudah', 'vaksin', 'tahap', 'namun', 'sudah', 'masih', 'belum', 'ada', 'sertivikat', 'di', 'aplikasi', 'dan', 'di', 'web', 'nya', 'terimakasih', 'sebelnya'];<FreqDist with 22 samples and 24 outcomes>;['pagi', 'dibantu', 'vaksin', 'tahap', 'sertivikat', 'aplikasi', 'web', 'terimakasih', 'sebelnya'];plindungi pagi dibantu vaksin tahap sertivikat aplikasi web terimakasih sebelnya;pagi bantu vaksin tahap sertivikat aplikasi web terimakasih sebel;['plindungi', 'pagi', 'dibantu', 'vaksin', 'tahap', 'sertivikat', 'aplikasi', 'web', 'terimakasih', 'sebelnya']
2558;2558;Positif;plindungi mohon bantuanya ya kak  httpstcontgihmf;plindungi mohon bantuanya ya kak httpstcontgihmf;['plindungi', 'mohon', 'bantuanya', 'ya', 'kak', 'httpstcontgihmf'];<FreqDist with 6 samples and 6 outcomes>;['bantuanya'];plindungi bantuanya httpstcontgihmf;bantuanya;['plindungi', 'bantuanya', 'httpstcontgihmf']
2559;2559;Positif;plindungi mohon bantuan dan solusinya sy tidak bisa masuk ke menu selanjutnya di pl bs simak di video berikut ini tks  httpstcoppjyrilu;plindungi mohon bantuan dan solusinya sy tidak bisa masuk ke menu selanjutnya di pl bs simak di video berikut ini tks httpstcoppjyrilu;['plindungi', 'mohon', 'bantuan', 'dan', 'solusinya', 'sy', 'tidak', 'bisa', 'masuk', 'ke', 'menu', 'selanjutnya', 'di', 'pl', 'bs', 'simak', 'di', 'video', 'berikut', 'ini', 'tks', 'httpstcoppjyrilu'];<FreqDist with 21 samples and 22 outcomes>;['bantuan', 'solusinya', 'menu', 'simak', 'video', 'tks'];plindungi bantuan solusinya menu simak video tks httpstcoppjyrilu;bantu solusi menu simak video tks;['plindungi', 'bantuan', 'solusinya', 'menu', 'simak', 'video', 'tks', 'httpstcoppjyrilu']
2560;2560;Positif;plindungi minnnn ini kalo mau update sertifikat vaksinnya gimana ada kesalaham penulisan dan sudah di ganti di pcare;plindungi minnnn ini kalo mau update sertifikat vaksinnya gimana ada kesalaham penulisan dan sudah di ganti di pcare;['plindungi', 'minnnn', 'ini', 'kalo', 'mau', 'update', 'sertifikat', 'vaksinnya', 'gimana', 'ada', 'kesalaham', 'penulisan', 'dan', 'sudah', 'di', 'ganti', 'di', 'pcare'];<FreqDist with 17 samples and 18 outcomes>;['minnnn', 'sertifikat', 'vaksinnya', 'kesalaham', 'penulisan', 'ganti', 'pcare'];plindungi minnnn sertifikat vaksinnya kesalaham penulisan ganti pcare;minnnn sertifikat vaksin kesalaham tulis ganti pcare;['plindungi', 'minnnn', 'sertifikat', 'vaksinnya', 'kesalaham', 'penulisan', 'ganti', 'pcare']
2561;2561;Positif;plindungi minnn plindungi ini aku gak bisa login ke akun pedulilindungi karna nomor yang didaftarin pas vaksin udah gak aktif udah coba hubungin ke sertifikatpedulilindungiid dan ngikutin prosedurnya kok belum bisa juga ya;plindungi minnn plindungi ini aku gak bisa login ke akun pedulilindungi karna nomor yang didaftarin pas vaksin udah gak aktif udah coba hubungin ke sertifikatpedulilindungiid dan ngikutin prosedurnya kok belum bisa juga ya;['plindungi', 'minnn', 'plindungi', 'ini', 'aku', 'gak', 'bisa', 'login', 'ke', 'akun', 'pedulilindungi', 'karna', 'nomor', 'yang', 'didaftarin', 'pas', 'vaksin', 'udah', 'gak', 'aktif', 'udah', 'coba', 'hubungin', 'ke', 'sertifikatpedulilindungiid', 'dan', 'ngikutin', 'prosedurnya', 'kok', 'belum', 'bisa', 'juga', 'ya'];<FreqDist with 28 samples and 33 outcomes>;['minnn', 'login', 'akun', 'pedulilindungi', 'karna', 'nomor', 'didaftarin', 'pas', 'vaksin', 'aktif', 'coba', 'hubungin', 'sertifikat', 'id', 'ngikutin', 'prosedurnya'];plindungi minnn plindungi login akun pedulilindungi karena nomor didaftarin pas vaksin aktif coba hubungin sertifikatpedulilindungiid mengikuti prosedurnya;minnn login akun pedulilindungi karena nomor didaftarin pas vaksin aktif coba hubungin sertifikat id ikut prosedur;['plindungi', 'minnn', 'plindungi', 'login', 'akun', 'pedulilindungi', 'karna', 'nomor', 'didaftarin', 'pas', 'vaksin', 'aktif', 'coba', 'hubungin', 'sertifikatpedulilindungiid', 'ngikutin', 'prosedurnya']
2562;2562;Positif;plindungi min tolong cek dm trims;plindungi min tolong cek dm trims;['plindungi', 'min', 'tolong', 'cek', 'dm', 'trims'];<FreqDist with 6 samples and 6 outcomes>;['tolong', 'cek', 'dm', 'trims'];plindungi tolong cek dm terima kasih;tolong cek dm terima kasih;['plindungi', 'tolong', 'cek', 'dm', 'trims']
2563;2563;Positif;plindungi min mau tanya waktu daftar vaksin saya pakai no telp yg skr sudah gk aktif sehingga skr saya login pedulilindungi pake no telp baru gak bisa manampilkan sertifikat gimana cara ubah no telp yg terdaftar di sertifikat supaya diperbaharui;plindungi min mau tanya waktu daftar vaksin saya pakai no telp yg skr sudah gk aktif sehingga skr saya login pedulilindungi pake no telp baru gak bisa manampilkan sertifikat gimana cara ubah no telp yg terdaftar di sertifikat supaya diperbaharui;['plindungi', 'min', 'mau', 'tanya', 'waktu', 'daftar', 'vaksin', 'saya', 'pakai', 'no', 'telp', 'yg', 'skr', 'sudah', 'gk', 'aktif', 'sehingga', 'skr', 'saya', 'login', 'pedulilindungi', 'pake', 'no', 'telp', 'baru', 'gak', 'bisa', 'manampilkan', 'sertifikat', 'gimana', 'cara', 'ubah', 'no', 'telp', 'yg', 'terdaftar', 'di', 'sertifikat', 'supaya', 'diperbaharui'];<FreqDist with 32 samples and 40 outcomes>;['daftar', 'vaksin', 'pakai', 'telp', 'skr', 'aktif', 'skr', 'login', 'pedulilindungi', 'pake', 'telp', 'manampilkan', 'sertifikat', 'ubah', 'telp', 'terdaftar', 'sertifikat', 'diperbaharui'];plindungi daftar vaksin pakai telp sekarang aktif sekarang login pedulilindungi pakai telp manampilkan sertifikat ubah telp terdaftar sertifikat diperbaharui;daftar vaksin pakai telp sekarang aktif sekarang login pedulilindungi pakai telp manampilkan sertifikat ubah telp daftar sertifikat baharu;['plindungi', 'daftar', 'vaksin', 'pakai', 'telp', 'skr', 'aktif', 'skr', 'login', 'pedulilindungi', 'pake', 'telp', 'manampilkan', 'sertifikat', 'ubah', 'telp', 'terdaftar', 'sertifikat', 'diperbaharui']
2564;2564;Positif;plindungi min mau tanya saya menggunakan pedulilindungi yg dalam  akun untuk  nama kalau ingin ganti nomer untuk yg satunya bagaimana ya;plindungi min mau tanya saya menggunakan pedulilindungi yg dalam akun untuk nama kalau ingin ganti nomer untuk yg satunya bagaimana ya;['plindungi', 'min', 'mau', 'tanya', 'saya', 'menggunakan', 'pedulilindungi', 'yg', 'dalam', 'akun', 'untuk', 'nama', 'kalau', 'ingin', 'ganti', 'nomer', 'untuk', 'yg', 'satunya', 'bagaimana', 'ya'];<FreqDist with 19 samples and 21 outcomes>;['pedulilindungi', 'akun', 'nama', 'ganti', 'nomer', 'satunya'];plindungi pedulilindungi akun nama ganti nomer satunya;pedulilindungi akun nama ganti nomer satu;['plindungi', 'pedulilindungi', 'akun', 'nama', 'ganti', 'nomer', 'satunya']
2565;2565;Positif;plindungi min mau nanya dong jd di akun peduli lindungi aku ke log in dua akun aku sama ibu aku  nomor tp yg muncul itu akun ibu aku gmn ya caranya biar akun aku aja yg muncul gitu makasih admin;plindungi min mau nanya dong jd di akun peduli lindungi aku ke log in dua akun aku sama ibu aku nomor tp yg muncul itu akun ibu aku gmn ya caranya biar akun aku aja yg muncul gitu makasih admin;['plindungi', 'min', 'mau', 'nanya', 'dong', 'jd', 'di', 'akun', 'peduli', 'lindungi', 'aku', 'ke', 'log', 'in', 'dua', 'akun', 'aku', 'sama', 'ibu', 'aku', 'nomor', 'tp', 'yg', 'muncul', 'itu', 'akun', 'ibu', 'aku', 'gmn', 'ya', 'caranya', 'biar', 'akun', 'aku', 'aja', 'yg', 'muncul', 'gitu', 'makasih', 'admin'];<FreqDist with 30 samples and 40 outcomes>;['nanya', 'akun', 'peduli', 'lindungi', 'log', 'akun', 'nomor', 'muncul', 'akun', 'akun', 'muncul', 'makasih', 'admin'];plindungi tanya akun peduli lindungi log akun nomor muncul akun akun muncul terima kasih admin;tanya akun peduli lindung log akun nomor muncul akun akun muncul terima kasih admin;['plindungi', 'nanya', 'akun', 'peduli', 'lindungi', 'log', 'akun', 'nomor', 'muncul', 'akun', 'akun', 'muncul', 'makasih', 'admin']
2566;2566;Positif;plindungi min maap mlm tolong cek dm makasii;plindungi min maap mlm tolong cek dm makasii;['plindungi', 'min', 'maap', 'mlm', 'tolong', 'cek', 'dm', 'makasii'];<FreqDist with 8 samples and 8 outcomes>;['maap', 'tolong', 'cek', 'dm', 'makasii'];plindungi maaf tolong cek dm makasii;maaf tolong cek dm makasii;['plindungi', 'maap', 'tolong', 'cek', 'dm', 'makasii']
