;Value;tweet;cleaning;tweet_tokens;tweet_stopwords
3320;Positif;@Crush0nOppa Peduli lindungi itu ya?;peduli lindungi itu ya;['peduli', 'lindungi', 'itu', 'ya'];['peduli', 'lindungi']
3321;Positif;@convomfs download apk peduli lindungi terus nanti masukin nomornya.;download apk peduli lindungi terus nanti masukin nomornya;['download', 'apk', 'peduli', 'lindungi', 'terus', 'nanti', 'masukin', 'nomornya'];['download', 'apk', 'peduli', 'lindungi', 'masukin', 'nomornya']
3322;Positif;@KAI121 Sore kak, Mau nanya kalo hasil test antigen yg ada di pedulilindungi seperti ini bisa jadi bukti untuk perjalanan?  https://t.co/KpT5cBPl8l;sore kak mau nanya kalo hasil test antigen yg ada di pedulilindungi seperti ini bisa jadi bukti untuk perjalanan;['sore', 'kak', 'mau', 'nanya', 'kalo', 'hasil', 'test', 'antigen', 'yg', 'ada', 'di', 'pedulilindungi', 'seperti', 'ini', 'bisa', 'jadi', 'bukti', 'untuk', 'perjalanan'];['sore', 'nanya', 'hasil', 'test', 'antigen', 'pedulilindungi', 'bukti', 'perjalanan']
3323;Positif;@detikcom Iya pamernya di pedulilindungi aja..;iya pamernya di pedulilindungi aja;['iya', 'pamernya', 'di', 'pedulilindungi', 'aja'];['pamernya', 'pedulilindungi']
3324;Positif;@KompasTV Coba Anies pakai aplikasi peduli lindungi! Mungkin dia akan aman dari virus virus KEMUNAFIKAN;coba anies pakai aplikasi peduli lindungi mungkin dia akan aman dari virus virus kemunafikan;['coba', 'anies', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'mungkin', 'dia', 'akan', 'aman', 'dari', 'virus', 'virus', 'kemunafikan'];['coba', 'anies', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'aman', 'virus', 'virus', 'kemunafikan']
3325;Positif;@hourlynass Uwaa kok bisa ya, udah di cek di peduli lindungi blm kak?;uwaa kok bisa ya udah di cek di peduli lindungi blm kak;['uwaa', 'kok', 'bisa', 'ya', 'udah', 'di', 'cek', 'di', 'peduli', 'lindungi', 'blm', 'kak'];['uwaa', 'cek', 'peduli', 'lindungi']
3326;Positif;@RSUDKotaBogor untuk tes antigen persyaratan penerbangan domestik, berapa lama hasilnya diperoleh, apakah sudah terhubung dgn aplikasi pedulilindungi?;untuk tes antigen persyaratan penerbangan domestik berapa lama hasilnya diperoleh apakah sudah terhubung dgn aplikasi pedulilindungi;['untuk', 'tes', 'antigen', 'persyaratan', 'penerbangan', 'domestik', 'berapa', 'lama', 'hasilnya', 'diperoleh', 'apakah', 'sudah', 'terhubung', 'dgn', 'aplikasi', 'pedulilindungi'];['tes', 'antigen', 'persyaratan', 'penerbangan', 'domestik', 'hasilnya', 'diperoleh', 'terhubung', 'aplikasi', 'pedulilindungi']
3327;Positif;@jaesikimnida lah kok gitu? coba cek di aplikasi peduli lindungi kak, biasanya ada sertif nya disitu;lah kok gitu coba cek di aplikasi peduli lindungi kak biasanya ada sertif nya disitu;['lah', 'kok', 'gitu', 'coba', 'cek', 'di', 'aplikasi', 'peduli', 'lindungi', 'kak', 'biasanya', 'ada', 'sertif', 'nya', 'disitu'];['coba', 'cek', 'aplikasi', 'peduli', 'lindungi', 'sertif', 'disitu']
3328;Positif;@convomfs download di pedulilindungi;download di pedulilindungi;['download', 'di', 'pedulilindungi'];['download', 'pedulilindungi']
3329;Positif;#SelamatPetangJogja l #TribunJogja l Penggunaan QR Code PeduliLindungi Menurun, Dispar DIY Tinjau Ulang Destinasi-Destinasi Wisata #Radio #SonoraFMYogyakarta;  penggunaan qr code pedulilindungi menurun dispar diy tinjau ulang destinasidestinasi wisata;['penggunaan', 'qr', 'code', 'pedulilindungi', 'menurun', 'dispar', 'diy', 'tinjau', 'ulang', 'destinasidestinasi', 'wisata'];['penggunaan', 'qr', 'code', 'pedulilindungi', 'menurun', 'dispar', 'diy', 'tinjau', 'ulang', 'destinasidestinasi', 'wisata']
3330;Positif;@convomfs apk peduli lindungi;apk peduli lindungi;['apk', 'peduli', 'lindungi'];['apk', 'peduli', 'lindungi']
3331;Positif;@convomfs buka web atau aplikasi pedulilindungi;buka web atau aplikasi pedulilindungi;['buka', 'web', 'atau', 'aplikasi', 'pedulilindungi'];['buka', 'web', 'aplikasi', 'pedulilindungi']
3332;Positif;@convomfs cek di apk pedulilindungi nder;cek di apk pedulilindungi nder;['cek', 'di', 'apk', 'pedulilindungi', 'nder'];['cek', 'apk', 'pedulilindungi']
3333;Positif;@convomfs di apk peduli lindungi;di apk peduli lindungi;['di', 'apk', 'peduli', 'lindungi'];['apk', 'peduli', 'lindungi']
3334;Positif;@convomfs Di apk pedulilindungi kan?;di apk pedulilindungi kan;['di', 'apk', 'pedulilindungi', 'kan'];['apk', 'pedulilindungi']
3335;Positif;@eg0death_ app pedulilindungi;app pedulilindungi;['app', 'pedulilindungi'];['app', 'pedulilindungi']
3336;Positif;pake toilet spbu pake pedulilindungi.;pake toilet spbu pake pedulilindungi;['pake', 'toilet', 'spbu', 'pake', 'pedulilindungi'];['pake', 'toilet', 'spbu', 'pake', 'pedulilindungi']
3337;Positif;Lakukan Scan Barcode Peduli Lindungi, 149 Penumpang Kapal dari Pelabuhan Kaliadem Muara Angke Berangkat ke PulauÂ Seribu  https://t.co/JsQKUAucqa;lakukan scan barcode peduli lindungi penumpang kapal dari pelabuhan kaliadem muara angke berangkat ke pulauseribu;['lakukan', 'scan', 'barcode', 'peduli', 'lindungi', 'penumpang', 'kapal', 'dari', 'pelabuhan', 'kaliadem', 'muara', 'angke', 'berangkat', 'ke', 'pulauseribu'];['lakukan', 'scan', 'barcode', 'peduli', 'lindungi', 'penumpang', 'kapal', 'pelabuhan', 'kaliadem', 'muara', 'angke', 'berangkat', 'pulauseribu']
3338;Positif;@heyyfen Pelaku perjalanan juga wajib menunjukkan hasil negatif RT-PCR yang sampelnya diambil dalam kurun waktu 3x24 jam sebelum keberangkatan serta mengisi e-HAC Indonesia pada aplikasi Peduli Lindungi. Tks-Suci (2/2);pelaku perjalanan juga wajib menunjukkan hasil negatif rtpcr yang sampelnya diambil dalam kurun waktu  jam sebelum keberangkatan serta mengisi ehac indonesia pada aplikasi peduli lindungi tkssuci;['pelaku', 'perjalanan', 'juga', 'wajib', 'menunjukkan', 'hasil', 'negatif', 'rtpcr', 'yang', 'sampelnya', 'diambil', 'dalam', 'kurun', 'waktu', 'jam', 'sebelum', 'keberangkatan', 'serta', 'mengisi', 'ehac', 'indonesia', 'pada', 'aplikasi', 'peduli', 'lindungi', 'tkssuci'];['pelaku', 'perjalanan', 'wajib', 'hasil', 'negatif', 'rtpcr', 'sampelnya', 'diambil', 'kurun', 'jam', 'keberangkatan', 'mengisi', 'ehac', 'indonesia', 'aplikasi', 'peduli', 'lindungi', 'tkssuci']
3339;Positif;@bertanyarl Kemarin gue gak dicek, cuma check in pedulilindungi;kemarin gue gak dicek cuma check in pedulilindungi;['kemarin', 'gue', 'gak', 'dicek', 'cuma', 'check', 'in', 'pedulilindungi'];['kemarin', 'gue', 'dicek', 'check', 'pedulilindungi']
3340;Positif;@gkduluuuu Peduli lindungi ð;peduli lindungi;['peduli', 'lindungi'];['peduli', 'lindungi']
3341;Positif;"Polres Dumai Menerapkan Scan QR Aplikasi ""PeduliLindungi"" pada pintu masuk Mapolres Dumai, diberlakukan bagi personil Polri dan Masyarakat. Kebijakan ini dilakukan sebagai upaya mendukung pemerintah dalam menekan penyebaran Covid-19  https://t.co/qz9KhToi4Q";polres dumai menerapkan scan qr aplikasi pedulilindungi pada pintu masuk mapolres dumai diberlakukan bagi personil polri dan masyarakat kebijakan ini dilakukan sebagai upaya mendukung pemerintah dalam menekan penyebaran covid;['polres', 'dumai', 'menerapkan', 'scan', 'qr', 'aplikasi', 'pedulilindungi', 'pada', 'pintu', 'masuk', 'mapolres', 'dumai', 'diberlakukan', 'bagi', 'personil', 'polri', 'dan', 'masyarakat', 'kebijakan', 'ini', 'dilakukan', 'sebagai', 'upaya', 'mendukung', 'pemerintah', 'dalam', 'menekan', 'penyebaran', 'covid'];['polres', 'dumai', 'menerapkan', 'scan', 'qr', 'aplikasi', 'pedulilindungi', 'pintu', 'mapolres', 'dumai', 'diberlakukan', 'personil', 'polri', 'masyarakat', 'kebijakan', 'upaya', 'mendukung', 'pemerintah', 'menekan', 'penyebaran', 'covid']
3342;Positif;@18fessss Kaga..selama lo instal Peduli Lindungi;kagaselama lo instal peduli lindungi;['kagaselama', 'lo', 'instal', 'peduli', 'lindungi'];['kagaselama', 'instal', 'peduli', 'lindungi']
3343;Positif;@callmesaaaaa dari aplikasi PeduliLindungi atau kartu vaksinasi, minimal dosis pertama. Informasi lengkap mengenai syarat dan ketentuan calon penumpang KA silakan cek link berikut  https://t.co/Gex6hLrT8U. Tks. |2;dari aplikasi pedulilindungi atau kartu vaksinasi minimal dosis pertama informasi lengkap mengenai syarat dan ketentuan calon penumpang ka silakan cek link berikut tks;['dari', 'aplikasi', 'pedulilindungi', 'atau', 'kartu', 'vaksinasi', 'minimal', 'dosis', 'pertama', 'informasi', 'lengkap', 'mengenai', 'syarat', 'dan', 'ketentuan', 'calon', 'penumpang', 'ka', 'silakan', 'cek', 'link', 'berikut', 'tks'];['aplikasi', 'pedulilindungi', 'kartu', 'vaksinasi', 'minimal', 'dosis', 'informasi', 'lengkap', 'syarat', 'ketentuan', 'calon', 'penumpang', 'cek', 'link', 'tks']
3344;Positif;@bertanyarl engga sih di kota ku 1 kali vaksin udah bisa yg penting terdaftar aja di peduli lindungi;engga sih di kota ku kali vaksin udah bisa yg penting terdaftar aja di peduli lindungi;['engga', 'sih', 'di', 'kota', 'ku', 'kali', 'vaksin', 'udah', 'bisa', 'yg', 'penting', 'terdaftar', 'aja', 'di', 'peduli', 'lindungi'];['engga', 'kota', 'ku', 'vaksin', 'terdaftar', 'peduli', 'lindungi']
3345;Positif;@bertanyarl engga, pas masuk cuma check in di pedulilindungi;engga pas masuk cuma check in di pedulilindungi;['engga', 'pas', 'masuk', 'cuma', 'check', 'in', 'di', 'pedulilindungi'];['engga', 'pas', 'check', 'pedulilindungi']
3346;Positif;@adenzein93 Penumpang wajib sudah vaksinasi minimal dosis pertama, dibuktikan dengan menunjukkan aplikasi PeduliLindungi atau sertifikat/kartu vaksin. Info persyaratan lengkap silakan cek tautan  https://t.co/Gex6hLrT8U. Trims. |2;penumpang wajib sudah vaksinasi minimal dosis pertama dibuktikan dengan menunjukkan aplikasi pedulilindungi atau sertifikatkartu vaksin info persyaratan lengkap silakan cek tautan trims;['penumpang', 'wajib', 'sudah', 'vaksinasi', 'minimal', 'dosis', 'pertama', 'dibuktikan', 'dengan', 'menunjukkan', 'aplikasi', 'pedulilindungi', 'atau', 'sertifikatkartu', 'vaksin', 'info', 'persyaratan', 'lengkap', 'silakan', 'cek', 'tautan', 'trims'];['penumpang', 'wajib', 'vaksinasi', 'minimal', 'dosis', 'dibuktikan', 'aplikasi', 'pedulilindungi', 'sertifikatkartu', 'vaksin', 'info', 'persyaratan', 'lengkap', 'cek', 'tautan', 'trims']
3347;Positif;Lagian bukan kirim foto hasil kalapnya malah ss scan checkin di peduli lindungi ððððð;lagian bukan kirim foto hasil kalapnya malah ss scan checkin di peduli lindungi;['lagian', 'bukan', 'kirim', 'foto', 'hasil', 'kalapnya', 'malah', 'ss', 'scan', 'checkin', 'di', 'peduli', 'lindungi'];['kirim', 'foto', 'hasil', 'kalapnya', 'scan', 'checkin', 'peduli', 'lindungi']
3348;Positif;@renzumaky @PLindungi kira kira kaya gini hehe, nanti diisi dulu itu trs pencet simpan, kalo masih gabisa berarti peduli lindungi nya yg error, punyaku awalnya kaya gt, pas aku coba ini udh lgsg bisa kokk  https://t.co/vl7Vxj0fYm;kira kira kaya gini hehe nanti diisi dulu itu trs pencet simpan kalo masih gabisa berarti peduli lindungi nya yg error punyaku awalnya kaya gt pas aku coba ini udh lgsg bisa kokk;['kira', 'kira', 'kaya', 'gini', 'hehe', 'nanti', 'diisi', 'dulu', 'itu', 'trs', 'pencet', 'simpan', 'kalo', 'masih', 'gabisa', 'berarti', 'peduli', 'lindungi', 'nya', 'yg', 'error', 'punyaku', 'awalnya', 'kaya', 'gt', 'pas', 'aku', 'coba', 'ini', 'udh', 'lgsg', 'bisa', 'kokk'];['kaya', 'gini', 'diisi', 'trs', 'pencet', 'simpan', 'gabisa', 'peduli', 'lindungi', 'error', 'punyaku', 'kaya', 'pas', 'coba', 'udh', 'lgsg', 'kokk']
3349;Positif;@pandji Lah, dia kan kalo belanja biasanya di tanah abang, ngapain pakek peduli lindungi???;lah dia kan kalo belanja biasanya di tanah abang ngapain pakek peduli lindungi;['lah', 'dia', 'kan', 'kalo', 'belanja', 'biasanya', 'di', 'tanah', 'abang', 'ngapain', 'pakek', 'peduli', 'lindungi'];['belanja', 'tanah', 'abang', 'ngapain', 'pakek', 'peduli', 'lindungi']
3350;Positif;@gesaahhh Iya benar ka, langsung datang dan scan QRCode menggunakan aplikasi peduli lindungi atau apps lain yang terintegrasið¤;iya benar ka langsung datang dan scan qrcode menggunakan aplikasi peduli lindungi atau apps lain yang terintegrasi;['iya', 'benar', 'ka', 'langsung', 'datang', 'dan', 'scan', 'qrcode', 'menggunakan', 'aplikasi', 'peduli', 'lindungi', 'atau', 'apps', 'lain', 'yang', 'terintegrasi'];['scan', 'qrcode', 'aplikasi', 'peduli', 'lindungi', 'apps', 'terintegrasi']
3351;Positif;Iseng2 buka setting, ternyata PeduliLindungi selain tersedia dalam bahasa Indonesia dan Inggris, juga tersedia dalam 5 bahasa lainnya.  Keren sih, dan translatenya lumayan on-point (untuk Russian yang saya coba)â¦  https://t.co/oWx5Irtonu;iseng buka setting ternyata pedulilindungi selain tersedia dalam bahasa indonesia dan inggris juga tersedia dalam bahasa lainnya keren sih dan translatenya lumayan onpoint untuk russian yang saya coba;['iseng', 'buka', 'setting', 'ternyata', 'pedulilindungi', 'selain', 'tersedia', 'dalam', 'bahasa', 'indonesia', 'dan', 'inggris', 'juga', 'tersedia', 'dalam', 'bahasa', 'lainnya', 'keren', 'sih', 'dan', 'translatenya', 'lumayan', 'onpoint', 'untuk', 'russian', 'yang', 'saya', 'coba'];['iseng', 'buka', 'setting', 'pedulilindungi', 'tersedia', 'bahasa', 'indonesia', 'inggris', 'tersedia', 'bahasa', 'keren', 'translatenya', 'lumayan', 'onpoint', 'russian', 'coba']
3352;Positif;@asdp191 Step nya gimana sebelum penyebrangan? Apa harus tetap validasi hasil dulu di Terminal Sri Tanjung sebelum ke pelabuhan Ketapang? Atau bisa langsung ke pelabuhan Ketapang bawa hasilnya? Kan sudah link dengan Peduli Lindungi.;step nya gimana sebelum penyebrangan apa harus tetap validasi hasil dulu di terminal sri tanjung sebelum ke pelabuhan ketapang atau bisa langsung ke pelabuhan ketapang bawa hasilnya kan sudah link dengan peduli lindungi;['step', 'nya', 'gimana', 'sebelum', 'penyebrangan', 'apa', 'harus', 'tetap', 'validasi', 'hasil', 'dulu', 'di', 'terminal', 'sri', 'tanjung', 'sebelum', 'ke', 'pelabuhan', 'ketapang', 'atau', 'bisa', 'langsung', 'ke', 'pelabuhan', 'ketapang', 'bawa', 'hasilnya', 'kan', 'sudah', 'link', 'dengan', 'peduli', 'lindungi'];['step', 'penyebrangan', 'validasi', 'hasil', 'terminal', 'sri', 'tanjung', 'pelabuhan', 'ketapang', 'pelabuhan', 'ketapang', 'bawa', 'hasilnya', 'link', 'peduli', 'lindungi']
3353;Positif;@perpusnas1 min mau tanya, berarti kalau mau ke perpusnas hanya perlu scan qr pedulilindungi saja atau perlu daftar lewat website juga?;min mau tanya berarti kalau mau ke perpusnas hanya perlu scan qr pedulilindungi saja atau perlu daftar lewat website juga;['min', 'mau', 'tanya', 'berarti', 'kalau', 'mau', 'ke', 'perpusnas', 'hanya', 'perlu', 'scan', 'qr', 'pedulilindungi', 'saja', 'atau', 'perlu', 'daftar', 'lewat', 'website', 'juga'];['perpusnas', 'scan', 'qr', 'pedulilindungi', 'daftar', 'website']
3354;Positif;@contactap2 baik min, untuk hardcopy nya di print dari app peduli lindungi kah?  karena rumah sakit tempat saya antigen, sudah paperless;baik min untuk hardcopy nya di print dari app peduli lindungi kah karena rumah sakit tempat saya antigen sudah paperless;['baik', 'min', 'untuk', 'hardcopy', 'nya', 'di', 'print', 'dari', 'app', 'peduli', 'lindungi', 'kah', 'karena', 'rumah', 'sakit', 'tempat', 'saya', 'antigen', 'sudah', 'paperless'];['hardcopy', 'print', 'app', 'peduli', 'lindungi', 'rumah', 'sakit', 'antigen', 'paperless']
3355;Positif;@nathaliamwt Kamu masih di Jakbar kak? Quicktest enak... loh, lately aku kalo mau antigen kesana. Hasil juga cepet, dikirim via whatsapp &amp;kamu masih di jakbar kak quicktest enak loh lately aku kalo mau antigen kesana hasil juga cepet dikirim via whatsapp amp;['kamu', 'masih', 'di', 'jakbar', 'kak', 'quicktest', 'enak', 'loh', 'lately', 'aku', 'kalo', 'mau', 'antigen', 'kesana', 'hasil', 'juga', 'cepet', 'dikirim', 'via', 'whatsapp', 'amp'];['jakbar', 'quicktest', 'lately', 'antigen', 'kesana', 'hasil', 'cepet', 'dikirim', 'via', 'whatsapp']
3356;Positif;@row1599 Halo kak @row1599. Jika hasil RT-Antigen sudah terbit di peduli lindungi maka silahkan tunjukkan via aplikasi, dihimbau penumpang juga mempersiapkan hasil RT-Antigen dlm bentuk hardcopy utk antisipasi jika terjadi kendala pada aplikasi. Tks. -Air;halo kak jika hasil rtantigen sudah terbit di peduli lindungi maka silahkan tunjukkan via aplikasi dihimbau penumpang juga mempersiapkan hasil rtantigen dlm bentuk hardcopy utk antisipasi jika terjadi kendala pada aplikasi tks air;['halo', 'kak', 'jika', 'hasil', 'rtantigen', 'sudah', 'terbit', 'di', 'peduli', 'lindungi', 'maka', 'silahkan', 'tunjukkan', 'via', 'aplikasi', 'dihimbau', 'penumpang', 'juga', 'mempersiapkan', 'hasil', 'rtantigen', 'dlm', 'bentuk', 'hardcopy', 'utk', 'antisipasi', 'jika', 'terjadi', 'kendala', 'pada', 'aplikasi', 'tks', 'air'];['hasil', 'rtantigen', 'terbit', 'peduli', 'lindungi', 'silahkan', 'tunjukkan', 'via', 'aplikasi', 'dihimbau', 'penumpang', 'hasil', 'rtantigen', 'bentuk', 'hardcopy', 'antisipasi', 'kendala', 'aplikasi', 'tks', 'air']
3357;Positif;@mikylaicel @PLindungi sdh semua pdhl kn aneh, dl stlh vaksin ke 2 petugasnta blng kl kartu vaksin sy tdk dpt di print kn konyol sekali sdngkn yg lain bs;sdh semua pdhl kn aneh dl stlh vaksin ke petugasnta blng kl kartu vaksin sy tdk dpt di print kn konyol sekali sdngkn yg lain bs;['sdh', 'semua', 'pdhl', 'kn', 'aneh', 'dl', 'stlh', 'vaksin', 'ke', 'petugasnta', 'blng', 'kl', 'kartu', 'vaksin', 'sy', 'tdk', 'dpt', 'di', 'print', 'kn', 'konyol', 'sekali', 'sdngkn', 'yg', 'lain', 'bs'];['pdhl', 'aneh', 'dl', 'stlh', 'vaksin', 'petugasnta', 'blng', 'kartu', 'vaksin', 'print', 'konyol', 'sdngkn']
3358;Positif;@contactap2 selamat sore, min untuk RT antigen, apa wajib diprint ? karena hasilnya masuk di aplikasi peduli lindungi;selamat sore min untuk rt antigen apa wajib diprint karena hasilnya masuk di aplikasi peduli lindungi;['selamat', 'sore', 'min', 'untuk', 'rt', 'antigen', 'apa', 'wajib', 'diprint', 'karena', 'hasilnya', 'masuk', 'di', 'aplikasi', 'peduli', 'lindungi'];['selamat', 'sore', 'antigen', 'wajib', 'diprint', 'hasilnya', 'aplikasi', 'peduli', 'lindungi']
3359;Positif;@infomadanggeden Tambahi aplikasi pedulilindungi, tanpa itu km gabisa kemana mana;tambahi aplikasi pedulilindungi tanpa itu km gabisa kemana mana;['tambahi', 'aplikasi', 'pedulilindungi', 'tanpa', 'itu', 'km', 'gabisa', 'kemana', 'mana'];['tambahi', 'aplikasi', 'pedulilindungi', 'gabisa', 'kemana']
3360;Positif;kayak lagi nunjukin pedulilindungi pas mau masuk mall;kayak lagi nunjukin pedulilindungi pas mau masuk mall;['kayak', 'lagi', 'nunjukin', 'pedulilindungi', 'pas', 'mau', 'masuk', 'mall'];['nunjukin', 'pedulilindungi', 'pas', 'mall']
3361;Positif;Ke Deli park ternyata harus scan aplikasi pedulilindungi ya.. untung udah vaksin;ke deli park ternyata harus scan aplikasi pedulilindungi ya untung udah vaksin;['ke', 'deli', 'park', 'ternyata', 'harus', 'scan', 'aplikasi', 'pedulilindungi', 'ya', 'untung', 'udah', 'vaksin'];['deli', 'park', 'scan', 'aplikasi', 'pedulilindungi', 'untung', 'vaksin']
3362;Positif;Sasar Kartu Vaksin dan Aplikasi Peduli Lindungi, Gabungan Ops Zebra Agung 2021 Gelar Razia  https://t.co/sE9OZYhg6A;sasar kartu vaksin dan aplikasi peduli lindungi gabungan ops zebra agung gelar razia;['sasar', 'kartu', 'vaksin', 'dan', 'aplikasi', 'peduli', 'lindungi', 'gabungan', 'ops', 'zebra', 'agung', 'gelar', 'razia'];['sasar', 'kartu', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'gabungan', 'ops', 'zebra', 'agung', 'gelar', 'razia']
3363;Positif;"tadi gw hampir ga dibolehin masuk mall gara"" gabisa login peduli lindungi shshshsh malu woi ð­";tadi gw hampir ga dibolehin masuk mall gara gabisa login peduli lindungi shshshsh malu woi;['tadi', 'gw', 'hampir', 'ga', 'dibolehin', 'masuk', 'mall', 'gara', 'gabisa', 'login', 'peduli', 'lindungi', 'shshshsh', 'malu', 'woi'];['dibolehin', 'mall', 'gara', 'gabisa', 'login', 'peduli', 'lindungi', 'shshshsh', 'malu']
3364;Positif;Mohon untuk mengisi formulir e-HAC melalui aplikasi PeduliLindungi.  Untuk kemudahan seputar informasi penerbangan di bandara yang dikelola Angkasa Pura II dapat di cek melalui aplikasi Travelin, silakan di unduh melalui play store/app store. (2). Terima kasih. -Saski;mohon untuk mengisi formulir ehac melalui aplikasi pedulilindungi untuk kemudahan seputar informasi penerbangan di bandara yang dikelola angkasa pura ii dapat di cek melalui aplikasi travelin silakan di unduh melalui play storeapp store terima kasih saski;['mohon', 'untuk', 'mengisi', 'formulir', 'ehac', 'melalui', 'aplikasi', 'pedulilindungi', 'untuk', 'kemudahan', 'seputar', 'informasi', 'penerbangan', 'di', 'bandara', 'yang', 'dikelola', 'angkasa', 'pura', 'ii', 'dapat', 'di', 'cek', 'melalui', 'aplikasi', 'travelin', 'silakan', 'di', 'unduh', 'melalui', 'play', 'storeapp', 'store', 'terima', 'kasih', 'saski'];['mengisi', 'formulir', 'ehac', 'aplikasi', 'pedulilindungi', 'kemudahan', 'seputar', 'informasi', 'penerbangan', 'bandara', 'dikelola', 'angkasa', 'pura', 'cek', 'aplikasi', 'travelin', 'unduh', 'play', 'storeapp', 'store', 'terima', 'kasih', 'saski']
3365;Positif;Nggak, cukup download aplikasi pedulilindungi.   Mending uang nya kamu beliin masker sama hand sanitizer saja, lebih berguna. ððð;nggak cukup download aplikasi pedulilindungi mending uang nya kamu beliin masker sama hand sanitizer saja lebih berguna;['nggak', 'cukup', 'download', 'aplikasi', 'pedulilindungi', 'mending', 'uang', 'nya', 'kamu', 'beliin', 'masker', 'sama', 'hand', 'sanitizer', 'saja', 'lebih', 'berguna'];['nggak', 'download', 'aplikasi', 'pedulilindungi', 'mending', 'uang', 'beliin', 'masker', 'hand', 'sanitizer', 'berguna']
3366;Positif;Fyi scan barcode pedulilindungi pake aplikasi Grab enak bgt;fyi scan barcode pedulilindungi pake aplikasi grab enak bgt;['fyi', 'scan', 'barcode', 'pedulilindungi', 'pake', 'aplikasi', 'grab', 'enak', 'bgt'];['scan', 'barcode', 'pedulilindungi', 'pake', 'aplikasi', 'grab']
3367;Positif;@18fessss Yang berguna tuh install aplikasi peduli lindungi. Karena hampir semua tempat di jakarta kaya cafe, hotel, stasiun, mall harus check in menggunakan aplikasi tersebut.;yang berguna tuh install aplikasi peduli lindungi karena hampir semua tempat di jakarta kaya cafe hotel stasiun mall harus check in menggunakan aplikasi tersebut;['yang', 'berguna', 'tuh', 'install', 'aplikasi', 'peduli', 'lindungi', 'karena', 'hampir', 'semua', 'tempat', 'di', 'jakarta', 'kaya', 'cafe', 'hotel', 'stasiun', 'mall', 'harus', 'check', 'in', 'menggunakan', 'aplikasi', 'tersebut'];['berguna', 'install', 'aplikasi', 'peduli', 'lindungi', 'jakarta', 'kaya', 'cafe', 'hotel', 'stasiun', 'mall', 'check', 'aplikasi']
3368;Positif;Mohon untuk mengisi formulir e-HAC melalui aplikasi PeduliLindungi.  Untuk kemudahan seputar informasi penerbangan di bandara yang dikelola Angkasa Pura II dapat di cek melalui aplikasi Travelin, silakan di unduh melalui play store/app store. (4). Terima kasih.  -Saski;mohon untuk mengisi formulir ehac melalui aplikasi pedulilindungi untuk kemudahan seputar informasi penerbangan di bandara yang dikelola angkasa pura ii dapat di cek melalui aplikasi travelin silakan di unduh melalui play storeapp store terima kasih saski;['mohon', 'untuk', 'mengisi', 'formulir', 'ehac', 'melalui', 'aplikasi', 'pedulilindungi', 'untuk', 'kemudahan', 'seputar', 'informasi', 'penerbangan', 'di', 'bandara', 'yang', 'dikelola', 'angkasa', 'pura', 'ii', 'dapat', 'di', 'cek', 'melalui', 'aplikasi', 'travelin', 'silakan', 'di', 'unduh', 'melalui', 'play', 'storeapp', 'store', 'terima', 'kasih', 'saski'];['mengisi', 'formulir', 'ehac', 'aplikasi', 'pedulilindungi', 'kemudahan', 'seputar', 'informasi', 'penerbangan', 'bandara', 'dikelola', 'angkasa', 'pura', 'cek', 'aplikasi', 'travelin', 'unduh', 'play', 'storeapp', 'store', 'terima', 'kasih', 'saski']
3369;Positif;@sygfess ga.. skrng apa apa sqan dlu w kepancing viral aja toh dr peduli lindungi ketauan jg klo dh vaksin ato egk;ga skrng apa apa sqan dlu  kepancing viral aja toh dr peduli lindungi ketauan jg klo dh vaksin ato egk;['ga', 'skrng', 'apa', 'apa', 'sqan', 'dlu', 'kepancing', 'viral', 'aja', 'toh', 'dr', 'peduli', 'lindungi', 'ketauan', 'jg', 'klo', 'dh', 'vaksin', 'ato', 'egk'];['skrng', 'sqan', 'kepancing', 'viral', 'peduli', 'lindungi', 'ketauan', 'dh', 'vaksin', 'egk']
3370;Positif;Barcode PeduliLindungi di Tempat Hiburan Malam Sudah Terpasang 70 Persen  https://t.co/tLg3o0VqrF;barcode pedulilindungi di tempat hiburan malam sudah terpasang persen;['barcode', 'pedulilindungi', 'di', 'tempat', 'hiburan', 'malam', 'sudah', 'terpasang', 'persen'];['barcode', 'pedulilindungi', 'hiburan', 'malam', 'terpasang', 'persen']
